Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","117 E Glenwood Ave  Smyrna DE 19977 (39.305061, -75.607343)",117 E Glenwood Ave,,Smyrna,DE,19977,(302) 471-3046,1326427022,Community Setting,575
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","1300 W Lehigh Ave Bldg 112 Philadelphia PA 19132 (39.992669, -75.153156)",1300 W Lehigh Ave,Bldg 112,Philadelphia,PA,19132,(215) 890-1567,1326427022,Community Setting,576
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","1430 Dekalb St  Norristown PA 19401 (40.123143, -75.333038)",1430 Dekalb St,,Norristown,PA,19401,(610) 278-5926,1326427022,Community Setting,577
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","1500 Market Street Centre Square East Philadelphia PA 19102 (39.952572, -75.165291)",1500 Market Street,Centre Square East,Philadelphia,PA,19102,(215) 731-6250,1326427022,Administrative Location,578
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","200 E Wyoming Ave  Philadelphia PA 19120 (40.021015, -75.12223)",200 E Wyoming Ave,,Philadelphia,PA,19120,(215) 220-4421,1326427022,Community Setting,579
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","225 S 3rd St  Philadelphia PA 19106 (39.946314, -75.146532)",225 S 3rd St,,Philadelphia,PA,19106,(215) 351-1400,1326427022,Community Setting,580
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","424 Savannah Rd  Lewes DE 19958 (38.771393, -75.142711)",424 Savannah Rd,,Lewes,DE,19958,(302) 645-3300,1326427022,Community Setting,581
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","8 Neshaminy Interplex Dr Ste 102 Feasterville Trevose PA 19053 (40.235572, -75.052596)",8 Neshaminy Interplex Dr,Ste 102,Feasterville Trevose,PA,19053,(888) 633-7007,1326427022,Community Setting,582
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.","Health Promotion Council Of Southeastern Pennsylvania, Inc.","90 N Newberry St  York PA 17401 (39.961226, -76.735625)",90 N Newberry St,,York,PA,17401,(717) 843-7884,1326427022,Community Setting,583
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.",Pottstown Medical Specialists,"1601 Medical Dr  Pottstown PA 19464 (40.240675, -75.612313)",1601 Medical Dr,,Pottstown,PA,19464,(484) 252-3310,1326427022,Community Setting,584
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Lukes Episcopal-Presbyterian Hospital,St. Lukes Episcopal Presbyterian Ho,"232 S Woods Mill Rd St. Luke'S Hospital Chesterfield MO 63017 (38.651198, -90.50403)",232 S Woods Mill Rd,St. Luke'S Hospital,Chesterfield,MO,63017,(314) 434-1500,1346251543,Administrative Location,585
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Doctor For Life, Llc",Doctor For Life Llc,"309 Tanner Rd  Greenville SC 29607 (34.81474, -82.272399)",309 Tanner Rd,,Greenville,SC,29607,(864) 640-0009 x 3,1881028892,Administrative Location,586
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Old Colony Ymca Wellness Services, Inc.",Old Colony Ymca Wellness Services,"320 Main St  Brockton MA 02301 (42.078943, -71.019298)",320 Main St,,Brockton,MA,02301,(508) 583-2155,1497385314,Administrative Location,587
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Social And Health Research Center Inc,Social And Health Research Center Inc,"921 Matagorda St  San Antonio TX 78210 (29.415835, -98.487529)",921 Matagorda St,,San Antonio,TX,78210,(210) 533-8886,1285948109,Administrative Location,588
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Queens Medical Center,Empower Health,"91-6390 Kapolei Pkwy Ste 200 Ewa Beach HI 96706 (21.320515, -158.023774)",91-6390 Kapolei Pkwy,Ste 200,Ewa Beach,HI,96706,(808) 691-4600,1184612764,Community Setting,589
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Queens Medical Center,The Queens Medical Center,"91-2127 Fort Weaver Rd  Ewa Beach HI 96706 (21.37429, -158.029169)",91-2127 Fort Weaver Rd,,Ewa Beach,HI,96706,(808) 691-3362,1184612764,Administrative Location,590
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Fit & Well, Md, Pllc","Fit & Well, Md, Pllc","6617 Fm 2920 Rd Ste 200 Spring TX 77379 (30.074212, -95.519441)",6617 Fm 2920 Rd,Ste 200,Spring,TX,77379,(281) 729-6481,1235762303,Administrative Location,591
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Powell Valley Health Care Inc,"Powell Valley Healthcare, Inc","777 Avenue H  Powell WY 82435 (44.756646, -108.77107)",777 Avenue H,,Powell,WY,82435,(307) 754-2267 x 3604,1497753115,Administrative Location,592
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Aurora Health Care Metro, Inc.",Aurora Health Care Metro Inc,"2801 W Kinnickinnic River Pkwy Ste 260 Milwaukee WI 53215 (42.991104, -87.949884)",2801 W Kinnickinnic River Pkwy,Ste 260,Milwaukee,WI,53215,(414) 649-6780,1861447179,Administrative Location,593
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"1049 E Newell St  White Cloud MI 49349 (43.548854, -85.775218)",1049 E Newell St,,White Cloud,MI,49349,(231) 689-7300,1265441877,Administrative Location,594
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"14485 Northland Dr  Big Rapids MI 49307 (43.675735, -85.483404)",14485 Northland Dr,,Big Rapids,MI,49307,(231) 592-0130,1265441877,Administrative Location,595
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"385 3rd St  Manistee MI 49660 (44.243891, -86.321555)",385 3rd St,,Manistee,MI,49660,(231) 723-3595,1265441877,Administrative Location,596
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"3986 N Oceana Dr  Hart MI 49420 (43.717415, -86.357855)",3986 N Oceana Dr,,Hart,MI,49420,(231) 873-2193,1265441877,Administrative Location,597
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"501 Norway St Ste 1 Grayling MI 49738 (44.662613, -84.717844)",501 Norway St,Ste 1,Grayling,MI,49738,(989) 348-7800,1265441877,Administrative Location,598
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"521 Cobb St Ste A Cadillac MI 49601 (44.244747, -85.384212)",521 Cobb St,Ste A,Cadillac,MI,49601,(231) 519-0042,1265441877,Administrative Location,599
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"5681 S M 37  Baldwin MI 49304 (43.923978, -85.851913)",5681 S M 37,,Baldwin,MI,49304,(231) 745-4663,1265441877,Administrative Location,600
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"6180 W Sanborn Rd Ste 1 Lake City MI 49651 (44.353772, -85.222987)",6180 W Sanborn Rd,Ste 1,Lake City,MI,49651,(231) 839-7167,1265441877,Administrative Location,601
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"625 Courthouse Dr  Kalkaska MI 49646 (44.697144, -85.092905)",625 Courthouse Dr,,Kalkaska,MI,49646,(231) 258-8669,1265441877,Administrative Location,602
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"916 Diana St  Ludington MI 49431 (43.958164, -86.434232)",916 Diana St,,Ludington,MI,49431,(231) 845-7381,1265441877,Administrative Location,603
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Dept No 10,"1087 E Newell St Newaygo County Government White Cloud MI 49349 (43.54929, -85.775558)",1087 E Newell St,Newaygo County Government,White Cloud,MI,49349,(231) 689-7234,1265441877,Administrative Location,604
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Muskegon Young Men'S Christian Association,Muskegon Young Mens Christian Assoc,"1115 3rd St Muskegon Ymca Muskegon MI 49441 (43.232008, -86.249851)",1115 3rd St,Muskegon Ymca,Muskegon,MI,49441,(231) 722-9622,1770033292,Administrative Location,605
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Utah Navajo Health System Incorporated,Utah Navajo Health System Inc,"1478 East Highway 162  Montezuma Creek UT 84534 (37.259804, -109.303868)",1478 East Highway 162,,Montezuma Creek,UT,84534,(435) 651-3700,1811991151,Administrative Location,606
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Utah Navajo Health System Incorporated,Utah Navajo Health System Inc,"1478 East Highway 162  Montezuma Creek UT 84534 (37.259804, -109.303868)",1478 East Highway 162,,Montezuma Creek,UT,84534,(435) 651-3700,1811991151,Community Setting,607
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Nursing Home Care Management Inc.,",Nursing Home Care Management Inc,"10890 Bustleton Ave Ste 211 Philadelphia PA 19116 (40.111134, -75.024773)",10890 Bustleton Ave,Ste 211,Philadelphia,PA,19116,(215) 383-0797,1063426831,Administrative Location,608
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Access To Healthcare Network Inc,Access To Healthcare Network Inc,"4001 S Virginia St Ste F Reno NV 89502 (39.485827, -119.795883)",4001 S Virginia St,Ste F,Reno,NV,89502,(775) 284-1898,1427457696,Administrative Location,609
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"1003 Bishop St Ste 1810 Honolulu HI 96813 (21.308628, -157.860543)",1003 Bishop St,Ste 1810,Honolulu,HI,96813,(808) 927-3173,1245839117,Administrative Location,610
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"302 California Ave Ste 106 Wahiawa HI 96786 (21.495841, -158.031356)",302 California Ave,Ste 106,Wahiawa,HI,96786,(808) 622-1619,1245839117,Administrative Location,611
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"41-1347 Kalanianaole Hwy  Waimanalo HI 96795 (21.347401, -157.71615)",41-1347 Kalanianaole Hwy,,Waimanalo,HI,96795,(808) 954-7162,1245839117,Administrative Location,612
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"45-549 Plumeria St  Honokaa HI 96727 (20.076094, -155.470378)",45-549 Plumeria St,,Honokaa,HI,96727,(808) 775-7204,1245839117,Administrative Location,613
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"56-119 Pualalea St  Kahuku HI 96731 (21.676001, -157.953483)",56-119 Pualalea St,,Kahuku,HI,96731,(808) 293-9231,1245839117,Administrative Location,614
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hawaii Primary Care Association,Hawaii Primary Care Association,"75-5751 Kuakini Hwy Ste 203 Kailua Kona HI 96740 (19.75682, -155.919968)",75-5751 Kuakini Hwy,Ste 203,Kailua Kona,HI,96740,(808) 326-3882,1245839117,Administrative Location,615
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Meritus Medical Center Inc,Meritus Medical Center Inc.,"11110 Medical Campus Rd Ste 142 Hagerstown MD 21742 (39.621752, -77.682128)",11110 Medical Campus Rd,Ste 142,Hagerstown,MD,21742,(301) 790-8000,1710642749,Administrative Location,616
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Board Of Trustees Of The University Of Illinois,Mile Square Health Center,"1220 S Wood St  Chicago IL 60608 (41.866181, -87.67148)",1220 S Wood St,,Chicago,IL,60608,(312) 413-8400,1851041677,Administrative Location,617
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Indiana University Health Care Associates Inc,Indiana University Health Care Associates Inc,"1111 Ronald Reagan Pkwy Iuhp Diabetes Centers West Avon IN 46123 (39.779997, -86.340805)",1111 Ronald Reagan Pkwy,Iuhp Diabetes Centers West,Avon,IN,46123,(317) 962-3451,1679949002,Administrative Location,618
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Indiana University Health Care Associates Inc,Indiana University Health Care Associates Inc,"11700 N Meridian St Iuhp Diabetes Centers North Carmel IN 46032 (39.959285, -86.159444)",11700 N Meridian St,Iuhp Diabetes Centers North,Carmel,IN,46032,(317) 962-3451,1679949002,Administrative Location,619
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Indiana University Health Care Associates Inc,Indiana University Health Care Associates Inc,"1730 N Capitol Ave Iuhp Diabetes Center Indianapolis IN 46202 (39.789882, -86.161305)",1730 N Capitol Ave,Iuhp Diabetes Center,Indianapolis,IN,46202,(317) 962-3451,1679949002,Administrative Location,620
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Indiana University Health Care Associates Inc,Indiana University Health Care Associates Inc,"8820 S Meridian St Iuhp Diabetes Centers Mmp South Indianapolis IN 46217 (39.638161, -86.159377)",8820 S Meridian St,Iuhp Diabetes Centers Mmp South,Indianapolis,IN,46217,(317) 962-3451,1679949002,Administrative Location,621
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Indiana University Health Care Associates Inc,Indiana University Health Care Associates Inc,"9650 E Washington St Iuhp Diabetes Centers East Wash Indianapolis IN 46229 (39.776165, -85.994733)",9650 E Washington St,Iuhp Diabetes Centers East Wash,Indianapolis,IN,46229,(317) 962-3451,1679949002,Administrative Location,622
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lost Rivers Medical Center,Lost Rivers Medical Center,"551 Highland Dr  Arco ID 83213 (43.639446, -113.295033)",551 Highland Dr,,Arco,ID,83213,(208) 252-7655,1114925047,Administrative Location,623
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Weill Medical College Of Cornell,Nyp/Wcm Diabetes Prevention Program,"505 East 70th Street 4th Floor - Hemsley Tower New York NY 10021 (40.765446, -73.954117)",505 East 70th Street,4th Floor - Hemsley Tower,New York,NY,10021,(212) 746-2882,1508513037,Administrative Location,624
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Food Merchants Llc,Food Merchants Llc,"2650 W Kearney St Ste 116, Alps Pharmacy Springfield MO 65803 (37.240425, -93.328609)",2650 W Kearney St,"Ste 116, Alps Pharmacy",Springfield,MO,65803,(417) 865-1547,1194767970,Administrative Location,625
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Frederick Health Medical Group Llc,Frederick Health Medical Group Llc,"501 W 7th St  Frederick MD 21701 (39.425214, -77.415187)",501 W 7th St,,Frederick,MD,21701,(301) 360-2574,1548831894,Administrative Location,626
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Frederick Health Medical Group Llc,Frederick Health Medical Group Llc,"501 W 7th St  Frederick MD 21701 (39.425214, -77.415187)",501 W 7th St,,Frederick,MD,21701,(301) 360-2574,1548831894,Community Setting,627
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Trollway Diabetes Inc.,Administrative Location,"640 S 1st St  Mount Horeb WI 53572 (42.999872, -89.740073)",640 S 1st St,,Mount Horeb,WI,53572,(608) 684-6686,1124774427,Administrative Location,628
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Trollway Diabetes Inc.,Mount Horeb Senior Center,"107 N Grove St  Mount Horeb WI 53572 (43.00957, -89.739919)",107 N Grove St,,Mount Horeb,WI,53572,(608) 684-6686,1124774427,Community Setting,629
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Chaffee,County Of Chaffee,"448 E 1st St  Salida CO 81201 (38.534316, -105.987608)",448 E 1st St,,Salida,CO,81201,(719) 539-4510,1609834449,Administrative Location,630
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Fchc Medical Care, Llc","Fchc Medical Care, Llc","725 S Shoop Ave  Wauseon OH 43567 (41.538407, -84.13266)",725 S Shoop Ave,,Wauseon,OH,43567,(419) 330-2772,1598821175,Administrative Location,631
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Innovations For Aging, Llc",Afrocare Services Inc,"220 Robert St S  Saint Paul MN 55107 (44.938317, -93.081389)",220 Robert St S,,Saint Paul,MN,55107,(651) 592-6614,1437656840,Community Setting,632
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Innovations For Aging, Llc",Centracare,"101 Caring Way  Redwood Falls MN 56283 (44.531257, -95.0899)",101 Caring Way,,Redwood Falls,MN,56283,(507) 637-4500 x 47357,1437656840,Community Setting,633
